,Bunny_Data,Bunnydist,Humidity,Humidity_Data,LightLevel,Light_Data,Temperature,Temperature_Data
-O1TWimkJvmjpZMNE-3D,419.31189,419.31189,70.3,67.8,38.51038,23.56532,31.9,31.8
-O1TWtzZpAWINYYtwKcg,419.31189,419.31189,70.3,67.7,38.51038,23.73626,31.9,31.8
-O1TX6AkWItyoNHWbpZu,419.31189,419.31189,70.3,67.7,38.51038,23.663,31.9,31.8
-O1TXJaFcORtWolaI_Aa,419.31189,419.31189,70.3,67.7,38.51038,23.83394,31.9,31.8
-O1TXXzfpGPswqAABZvC,419.31189,419.31189,70.3,67.6,38.51038,23.61416,31.9,31.8
-O1TXjlydfG0TwKBGVKR,419.31189,419.31189,70.3,67.7,38.51038,23.71184,31.9,31.8
-O1TXyVEIOpCoiI5MomR,419.31189,419.31189,70.3,67.6,38.51038,23.58974,31.9,31.8
-O1TYABa8VT-LDh8DopC,419.31189,419.31189,70.3,67.4,38.51038,23.68742,31.9,31.8
-O1TYOOA7fDUqijAQrD7,419.31189,419.31189,70.3,67.4,38.51038,23.68742,31.9,31.8
-O1TYbwVRLNdlGioWBSx,419.31189,419.31189,70.3,67.5,38.51038,23.71184,31.9,31.8
-O1TYpaw1KBrQFCOOpMb,419.31189,419.31189,70.3,67.6,38.51038,23.68742,31.9,31.7
-O1TZ1C3daupTy-C_Hp5,419.31189,419.31189,70.3,67.5,38.51038,23.71184,31.9,31.8
-O1TZFoBykqGih3Lb9Ix,419.31189,419.31189,70.3,67.5,38.51038,23.68742,31.9,31.7
-O1TZSBzrjoZet1aDqhn,419.31189,419.31189,70.3,68.6,38.51038,23.68742,31.9,31.6
-O1TZfncljCpzg5eDyJc,419.31189,419.31189,70.3,68.7,38.51038,23.49206,31.9,31.7
-O1TZtnJbbutHhmC4xoS,419.31189,419.31189,70.3,71.4,38.51038,23.56532,31.9,30.5
-O1T_7a-lp56-526UpGT,419.31189,419.31189,70.3,74.0,38.51038,23.71184,31.9,29.8
-O1T_KB1zoymIM0Uej0x,419.31189,419.31189,70.3,74.9,38.51038,23.68742,31.9,29.5
-O1T_WQ-HD2NyhOAqTOz,419.31189,419.31189,70.3,75.2,38.51038,23.46764,31.9,29.5
-O1T_jCkBj4jc9Hybcoc,419.31189,419.31189,70.3,75.4,38.51038,23.7851,31.9,29.4
-O1T_yPBAccRjcsTAV4i,419.31189,419.31189,70.3,75.5,38.51038,23.80952,31.9,29.4
-O1Ta9OmpXEOsYoR57FQ,419.31189,419.31189,70.3,75.6,38.51038,23.663,31.9,29.3
-O1TaNAsgioYzrlXhGXE,419.31189,419.31189,70.3,75.6,38.51038,23.58974,31.9,29.3
-O1Ta_nZMP_7JVC996BJ,419.31189,419.31189,70.3,75.7,38.51038,23.76068,31.9,29.3
-O1Tap27OzCWXlZCMgP5,419.31189,419.31189,70.3,75.7,38.51038,23.7851,31.9,29.2
-O1Tb0-mGuS74aE24Zvj,419.31189,419.31189,70.3,75.8,38.51038,23.56532,31.9,29.2
-O1TbEOTmuRMhK8Nmk0K,419.31189,419.31189,70.3,75.8,38.51038,23.61416,31.9,29.2
-O1TbRmQ-Ti5P6RHFy4x,419.31189,419.31189,70.3,75.9,38.51038,23.76068,31.9,29.2
-O1TbgnJ1wHV7BjvjHQa,419.31189,419.31189,70.3,75.9,38.51038,23.83394,31.9,29.2
-O1TbsC2R8Y-rDWAA54w,419.31189,419.31189,70.3,76.0,38.51038,23.73626,31.9,29.2
-O1Tc4poww150U7PoeAM,419.31189,419.31189,70.3,76.0,38.51038,23.663,31.9,29.2
-O1TcIn7cZff8CJslDcV,419.31189,419.31189,70.3,76.1,38.51038,23.61416,31.9,29.2
-O1TcXOvwEwpwH9BBc5X,419.31189,419.31189,70.3,76.2,38.51038,23.663,31.9,29.2
-O1Tcibfrc6w3P7mljs-,419.31189,419.31189,70.3,76.3,38.51038,23.63858,31.9,29.2
-O1TcwP669bUqsHeNPg0,419.31189,419.31189,70.3,76.4,38.51038,23.83394,31.9,29.2
-O1Td8o3fF61BVkbKHHA,419.31189,419.31189,70.3,76.4,38.51038,23.71184,31.9,29.2
-O1TdO-ktSHOabZTVql8,419.31189,419.31189,70.3,76.5,38.51038,23.58974,31.9,29.2
-O1TdaaJorW5YgbWiFZw,419.31189,419.31189,70.3,76.7,38.51038,23.76068,31.9,29.2
-O1TdnOa_8zyDWH6lh8S,419.31189,419.31189,70.3,76.7,38.51038,23.83394,31.9,29.2
-O1Te1OgIUW817oBNTfC,419.31189,419.31189,70.3,76.8,38.51038,23.46764,31.9,29.2
-O1TeD_bI1fKsQmgYSBc,419.31189,419.31189,70.3,76.9,38.51038,23.73626,31.9,29.2
-O1TeRciOSOBpyOyoB7K,419.31189,419.31189,70.3,77.0,38.51038,23.61416,31.9,29.2
-O1Tef--r42q1PZY1VTz,419.31189,419.31189,70.3,77.1,38.51038,23.76068,31.9,29.2
-O1Tes11W2SVedpRWTQa,419.31189,419.31189,70.3,77.2,38.51038,23.73626,31.9,29.2
-O1Tf5P1XS-7TuXto9bV,419.31189,419.31189,70.3,77.3,38.51038,23.68742,31.9,29.2
-O1TfICYsTXAQJ1UOGwU,419.31189,419.31189,70.3,77.3,38.51038,23.61416,31.9,29.2
-O1TfV-5ZhNCxZ5Kg6jf,419.31189,419.31189,70.3,77.4,38.51038,23.83394,31.9,29.2
-O1TfjBoa5OrkU51W6-s,419.31189,419.31189,70.3,77.4,38.51038,23.83394,31.9,29.2
-O1Tfwz-EhvseA78oKGl,419.31189,419.31189,70.3,77.5,38.51038,23.68742,31.9,29.2
-O1Tg8PmUwnuroH3SB_l,419.31189,419.31189,70.3,77.6,38.51038,23.7851,31.9,29.2
-O1TgLoo6K4NHfDXJwLu,419.31189,419.31189,70.3,77.7,38.51038,23.71184,31.9,29.2
-O1Tgbag_MAoe4_gf4fO,419.31189,419.31189,70.3,77.8,38.51038,23.71184,31.9,29.2
-O1TgmOucr6KAUwSDd5F,419.31189,419.31189,70.3,77.9,38.51038,23.73626,31.9,29.2
-O1Th-0SY6z29pNdQaf3,419.31189,419.31189,70.3,78.0,38.51038,23.71184,31.9,29.2
-O1ThDbKRxNkVOMvmeij,419.31189,419.31189,70.3,78.1,38.51038,23.7851,31.9,29.2
-O1ThS_uwhtp1CILXSam,419.31189,419.31189,70.3,78.2,38.51038,23.68742,31.9,29.2
-O1ThdaKxeK8jWHkJbtm,419.31189,419.31189,70.3,78.3,38.51038,23.80952,31.9,29.2
-O1ThsPGjcoToxsXoWus,419.31189,419.31189,70.3,78.4,38.51038,23.663,31.9,29.2
-O1Ti4PK8IY1k4JOPWaw,419.31189,419.31189,70.3,78.5,38.51038,23.58974,31.9,29.2
-O1TiJOTgTZsm83Ik9zH,419.31189,419.31189,70.3,78.6,38.51038,23.71184,31.9,29.2
-O1TiVPgEJKg3BESu7jz,419.31189,419.31189,70.3,78.7,38.51038,23.76068,31.9,29.2
-O1Tii9ZLAgu2XjgA4BW,419.31189,419.31189,70.3,78.8,38.51038,23.68742,31.9,29.2
-O1Tivaf4CZ2jDCtXqSb,419.31189,419.31189,70.3,78.8,38.51038,23.7851,31.9,29.2
-O1TjAFAdRKBShz4keSd,419.31189,419.31189,70.3,78.9,38.51038,23.85836,31.9,29.2
-O1TjLOpRpunDO4MDMXl,419.31189,419.31189,70.3,79.0,38.51038,23.58974,31.9,29.2
-O1TjZOGs7FuaKEvnvl6,419.31189,419.31189,70.3,79.0,38.51038,23.58974,31.9,29.2
-O1TjmnInvNCL0KToGVv,419.31189,419.31189,70.3,79.1,38.51038,23.68742,31.9,29.2
-O1Tk0b1Hs45q-ZZ2mif,419.31189,419.31189,70.3,79.2,38.51038,23.83394,31.9,29.2
-O1TkCbBZDA62zuUJzry,419.31189,419.31189,70.3,79.3,38.51038,23.663,31.9,29.2
-O1TkQnVaCPRbnzXoASU,419.31189,419.31189,70.3,79.4,38.51038,23.76068,31.9,29.2
-O1TkcoyqsyWkhjy2Kcm,419.31189,419.31189,70.3,79.4,38.51038,23.7851,31.9,29.2
-O1TksPVHlDznA_vec3E,419.31189,419.31189,70.3,79.5,38.51038,23.83394,31.9,29.2
-O1Tl3OXtpHBAlQCkoTN,419.31189,419.31189,70.3,79.5,38.51038,23.51648,31.9,29.2
-O1Tld0kp53D2Na8okvg,419.31189,419.31189,70.3,79.7,38.51038,23.76068,31.9,29.2
-O1TnEDMP482icVEqS-d,419.31189,419.31189,70.3,79.7,38.51038,30.52503,31.9,29.2
-O1TnInne2cE-3AhTuYn,419.31189,419.31189,70.3,79.9,38.51038,30.20757,31.9,29.2
-O1TnVP20i5q-fdIAvVM,419.31189,419.31189,70.3,80.0,38.51038,29.96337,31.9,29.2
-O1TniBtC9qoxQW1ARxj,7.8845,419.31189,70.3,80.2,38.51038,86.64225,31.9,29.2
-O1ToAoM1pE5_iih9rak,7.27012,419.31189,70.3,80.3,38.51038,86.32478,31.9,29.2
-O1ToLnfLrRGLahMzfGM,7.27012,419.31189,70.3,80.4,38.51038,85.81197,31.9,29.2
-O1ToapIeYX9GIqGdDiY,7.16772,419.31189,70.3,80.4,38.51038,85.68987,31.9,29.2
-O1TonOaFiJsL_QNp6v-,8.08929,419.31189,70.3,80.6,38.51038,85.56776,31.9,29.2
-O1Tp-nxVOct1z_SC-9K,8.19169,419.31189,70.3,80.7,38.51038,85.56776,31.9,29.1
-O1TpCatIpngrydJAWKj,7.7821,419.31189,70.3,80.8,38.51038,85.59219,31.9,29.2
-O1TpPzWfeGbdIpEylII,8.19169,419.31189,70.3,81.0,38.51038,85.51893,31.9,29.1
-O1TpdOVyTTFh7eJb7NL,8.80606,419.31189,70.3,81.0,38.51038,85.56776,31.9,29.1
-O1TprOxN9pacYrk6YKZ,11.16117,419.31189,70.3,81.0,38.51038,85.29915,31.9,29.1
-O1Tq3n1oFHDlnJX8dJv,10.85398,419.31189,70.3,81.1,38.51038,85.54335,31.9,29.2
-O1TqJ-HWqskUW0k_uO0,10.54679,419.31189,70.3,81.3,38.51038,85.22588,31.9,29.1
-O1TqVO8-yLCElCPNTDJ,10.13721,419.31189,70.3,81.4,38.51038,85.44566,31.9,29.1
-O1TqiOMjxAjxaZi2hxY,11.16117,419.31189,70.3,81.5,38.51038,85.42125,31.9,29.1
-O1TquzRwdXxNI6gaLOq,10.95638,419.31189,70.3,81.6,38.51038,85.54335,31.9,29.1
-O1Tr7mkcE_CRV06LfU3,10.4444,419.31189,70.3,81.6,38.51038,85.51893,31.9,29.1
-O1TrLabdqykbxq_VAul,9.93242,419.31189,70.3,81.8,38.51038,85.56776,31.9,29.1
-O1Tr_CjeASVJpSE5Xoj,11.26357,419.31189,70.3,81.6,38.51038,85.1282,31.9,29.2
-O1TrmC4VFpO1IHKlupL,10.54679,419.31189,70.3,81.4,38.51038,85.34798,31.9,29.4
-O1Trzas43yrJD-s_0MQ,9.83002,419.31189,70.3,80.4,38.51038,85.25031,31.9,29.7
-O1TsCaKFL1SCbqfWIKD,9.93242,419.31189,70.3,79.5,38.51038,85.15263,31.9,30.0
-O1TsQOaFcnZ_j_fU5lO,10.4444,419.31189,70.3,79.0,38.51038,85.1282,31.9,30.2
-O1TsdBXoIWiM9wt390P,11.36596,419.31189,70.3,78.5,38.51038,85.44566,31.9,30.3
-O1TsrawCU5n1HiZRTVU,10.13721,419.31189,70.3,77.9,38.51038,85.42125,31.9,30.5
-O1Tt3asOMmvSKb6R8X8,11.36596,419.31189,70.3,77.9,38.51038,85.20147,31.9,30.4
-O1TtInoe0KZtHKf7Ofs,10.03481,419.31189,70.3,77.6,38.51038,85.56776,31.9,30.6
-O1TtUaBpFhIGyVOS8XA,10.342,419.31189,70.3,77.2,38.51038,85.29915,31.9,30.7
-O1TthJh84RuMooVpWN1,10.75159,419.31189,70.3,77.3,38.51038,85.10378,31.9,30.7
-O1TtxXr_ruFSIQ8i8wh,10.03481,419.31189,70.3,77.4,38.51038,85.03053,31.9,30.7
-O1Tu7mvijyPjtaq6xR0,10.4444,419.31189,70.3,77.2,38.51038,85.10378,31.9,30.7
-O1TuLOncCdnn-94Pw-B,9.83002,419.31189,70.3,77.1,38.51038,84.95727,31.9,30.8
-O1TuYamo_OIBtqvLTI6,10.75159,419.31189,70.3,76.8,38.51038,85.1282,31.9,30.9
-O1TumhxTkTZu1TeT8YN,11.16117,419.31189,70.3,76.2,38.51038,85.17705,31.9,31.1
-O1Tv--_raLrIkP0TqRD,10.13721,419.31189,70.3,76.3,38.51038,85.03053,31.9,31.0
-O1TvCavyUj2Vs0Xbz-6,10.95638,419.31189,70.3,76.1,38.51038,85.0061,31.9,31.1
-O1TvP02pYeR4S88Y49B,11.46836,419.31189,70.3,75.6,38.51038,84.81075,31.9,31.2
-O1Tveauw9AZtJvHdHZr,11.26357,419.31189,70.3,75.1,38.51038,85.15263,31.9,31.4
-O1TvpO_AJWUUWys43bm,11.46836,419.31189,70.3,74.9,38.51038,85.03053,31.9,31.5
-O1Tw2bGlM6BqBAzblXs,10.4444,419.31189,70.3,74.6,38.51038,84.90842,31.9,31.5
-O1TwG-hkFQcawjawLGj,9.72763,419.31189,70.3,74.3,38.51038,85.1282,31.9,31.6
-O1TwVOc2dq1DCchZ_x4,10.95638,419.31189,70.3,74.3,38.51038,84.95727,31.9,31.6
-O1TwgCjKg9q8PLJLik5,9.83002,419.31189,70.3,74.2,38.51038,84.95727,31.9,31.6
-O1TwuTr_SfiwhLo3_X8,11.05877,419.31189,70.3,74.1,38.51038,85.15263,31.9,31.6
-O1Tx6OnKqzFqMVYBI6c,9.11325,419.31189,70.3,74.0,38.51038,85.20147,31.9,31.6
-O1TxLBviSJE-jK90HKY,9.93242,419.31189,70.3,73.8,38.51038,85.03053,31.9,31.7
-O1TxY-Nib_UO9sz6tBL,10.03481,419.31189,70.3,73.7,38.51038,84.95727,31.9,31.7
-O1TxlQpTX0lRBBZcpBA,9.62523,419.31189,70.3,73.7,38.51038,84.95727,31.9,31.7
-O1Ty-zmzDcRbTS-TKDb,10.95638,419.31189,70.3,74.0,38.51038,84.90842,31.9,31.4
-O1TyB-XDkL-0DchHHy2,11.46836,419.31189,70.3,75.8,38.51038,84.63981,31.9,30.9
-O1TyOaavZ2BRTAE8x20,9.83002,419.31189,70.3,77.1,38.51038,84.7619,31.9,30.5
-O1TybCWZ5_gwx7Rk9EX,9.93242,419.31189,70.3,78.0,38.51038,84.83517,31.9,30.3
-O1TyqanUhmdrfybSRYk,11.46836,419.31189,70.3,78.3,38.51038,84.78632,31.9,30.2
-O1Tz2OfzpCqPWDp545A,11.16117,419.31189,70.3,78.6,38.51038,84.73749,31.9,30.2
-O1TzFOS6VW76ErjJANT,9.72763,419.31189,70.3,78.8,38.51038,84.78632,31.9,30.2
-O1TzTaqm2HxnK4-VujH,10.13721,419.31189,70.3,79.0,38.51038,84.78632,31.9,30.1
-O1TziPc8xwHNae9R8hN,9.52283,419.31189,70.3,79.1,38.51038,84.71307,31.9,30.1
-O1TzvCDW5AZauA_EXAg,10.03481,419.31189,70.3,79.3,38.51038,84.78632,31.9,30.1
-O1U-5b4L_D4Uv4LLm0P,10.95638,419.31189,70.3,79.3,38.51038,84.81075,31.9,30.1
-O1U-K-At1b0pdaV8Fqq,10.4444,419.31189,70.3,79.4,38.51038,84.95727,31.9,30.1
-O1U-Z-JK3SPPotRy8XY,10.13721,419.31189,70.3,79.5,38.51038,84.63981,31.9,30.1
-O1U-kCVOuILoJ7w0sJS,9.52283,419.31189,70.3,79.5,38.51038,84.68864,31.9,30.1
-O1U00b66-vQykY8-F1S,10.03481,419.31189,70.3,79.7,38.51038,84.81075,31.9,30.0
-O1U0EbDaUzzy3B-kMTY,10.03481,419.31189,70.3,79.8,38.51038,84.66422,31.9,30.0
-O1U0Ob7MzLtEN413zbi,10.342,419.31189,70.3,79.9,38.51038,84.63981,31.9,30.0
-O1U0bbyYqdXi59x-J9K,10.54679,419.31189,70.3,80.0,38.51038,84.61539,31.9,30.0
-O1U0pColyOUVABF2TFg,10.13721,419.31189,70.3,79.6,38.51038,84.56654,31.9,30.0
-O1U13CDPXhvJl5i7gX9,11.16117,419.31189,70.3,79.5,38.51038,84.49329,31.9,30.1
-O1U1Fb53E4scmdqlS3k,10.54679,419.31189,70.3,78.9,38.51038,84.73749,31.9,30.3
-O1U1SnPOndQdeskCbMg,10.95638,419.31189,70.3,78.2,38.51038,84.73749,31.9,30.5
-O1U1f-ZrhAXrFNkgC5b,10.342,419.31189,70.3,77.5,38.51038,84.46886,31.9,30.7
-O1U1u-OL09c2LEDbnLC,10.23961,419.31189,70.3,77.0,38.51038,84.54212,31.9,30.8
-O1U25b0O6fg_mSxlvNx,10.13721,419.31189,70.3,76.6,38.51038,84.39561,31.9,30.9
-O1U2JCOs7Ug78XO5sEv,10.23961,419.31189,70.3,76.3,38.51038,84.39561,31.9,31.0
-O1U2WnduMXi1rlXgzL3,11.57076,419.31189,70.3,76.1,38.51038,84.51771,31.9,31.0
-O1U2l-EoThZKjezKG4K,10.03481,419.31189,70.3,76.0,38.51038,84.34676,31.9,31.0
-O1U2xaPbAKWJIOC3KAJ,9.72763,419.31189,70.3,76.2,38.51038,84.44444,31.9,30.9
-O1U39QyPmixGrmWAzgG,10.54679,419.31189,70.3,76.1,38.51038,84.42003,31.9,31.0
-O1U3NOmGK3UjbLTFVuQ,11.46836,419.31189,70.3,75.4,38.51038,84.51771,31.9,31.2
-O1U3b0C0hD0aqEGwLdI,11.05877,419.31189,70.3,75.0,38.51038,84.39561,31.9,31.3
-O1U3nb4-23fK90SaDOf,9.93242,419.31189,70.3,74.7,38.51038,84.61539,31.9,31.3
-O1U40mQ3y3sFSNBChvm,10.03481,419.31189,70.3,74.8,38.51038,84.32234,31.9,31.2
-O1U4ED9XGrRo2RQRWpI,11.16117,419.31189,70.3,75.0,38.51038,84.54212,31.9,31.1
-O1U4WDDPqg8xGfXxc2m,10.75159,419.31189,70.3,74.9,38.51038,84.42003,31.9,31.2
-O1U4enQLBru5EYCRv3v,10.54679,419.31189,70.3,73.9,38.51038,84.42003,31.9,31.5
-O1U4tCzSfWh9ij_2Q7n,10.342,419.31189,70.3,73.8,38.51038,84.46886,31.9,31.5
-O1U56DTmDZC4znNBDlX,10.4444,419.31189,70.3,73.6,38.51038,84.46886,31.9,31.6
-O1U5JbGO1rCjhrv3ycJ,8.70367,419.31189,70.3,73.4,38.51038,84.44444,31.9,31.6
-O1U5VnzrAl5-pnhSWfZ,10.54679,419.31189,70.3,73.5,38.51038,84.59097,31.9,31.6
-O1U5joGiAbR3-Zx3s7U,11.26357,419.31189,70.3,73.5,38.51038,84.73749,31.9,31.5
-O1U5xbGANng8GxZJfng,11.36596,419.31189,70.3,73.7,38.51038,84.56654,31.9,31.4
-O1U6ACcmrFZsYi3GVme,11.57076,419.31189,70.3,73.9,38.51038,84.73749,31.9,31.4
-O1U6NQ14cKi3fohDlrP,10.95638,419.31189,70.3,73.5,38.51038,84.39561,31.9,31.5
-O1U6avbSF1BpHozgjhS,10.23961,419.31189,70.3,73.7,38.51038,84.56654,31.9,31.4
-O1U6nEKs6teR87EmglP,10.13721,419.31189,70.3,73.2,38.51038,84.61539,31.9,31.6
-O1U71_QBLpz6N3SNbE9,11.05877,419.31189,70.3,73.2,38.51038,84.42003,31.9,31.6
-O1U7DDy_8ZO3sL_zaDR,9.62523,419.31189,70.3,72.8,38.51038,84.56654,31.9,31.7
-O1U7RpuqDup465uY9UG,10.342,419.31189,70.3,73.0,38.51038,84.63981,31.9,31.6
-O1U7eQcI9L_X9_J4pw0,11.05877,419.31189,70.3,73.3,38.51038,84.78632,31.9,31.6
-O1U7tQS2GE9Jl0Xal8W,9.93242,419.31189,70.3,73.1,38.51038,84.44444,31.9,31.5
-O1U840_rKyW2PNSSjqX,10.03481,419.31189,70.3,73.8,38.51038,84.68864,31.9,31.4
-O1U8ItBqM5rqWsJhEKt,10.03481,419.31189,70.3,73.6,38.51038,84.46886,31.9,31.3
-O1U8Vp7V05sjPOZ1ngG,9.72763,419.31189,70.3,74.1,38.51038,84.71307,31.9,31.2
-O1U8jDIrdzTqcp0zsWz,11.16117,419.31189,70.3,74.2,38.51038,84.32234,31.9,31.1
-O1U8w0Ssl-Cf8naJr9j,10.13721,419.31189,70.3,74.4,38.51038,84.66422,31.9,31.0
-O1U99-rweiUkodmfekd,11.46836,419.31189,70.3,74.2,38.51038,84.39561,31.9,31.1
-O1U9MoUiX1M8Js4gdmk,10.85398,419.31189,70.3,74.1,38.51038,84.42003,31.9,31.2
-O1U9c0t2NgEmm5sfW8D,11.57076,419.31189,70.3,73.9,38.51038,84.56654,31.9,31.3
-O1U9nc4eyIVXpW9qOhe,9.83002,419.31189,70.3,73.2,38.51038,84.54212,31.9,31.6
-O1UA2cOs7yhdlmD2RIr,10.13721,419.31189,70.3,72.9,38.51038,84.51771,31.9,31.7
-O1UADD4K7Hp6zHrqDF9,11.36596,419.31189,70.3,72.9,38.51038,84.56654,31.9,31.6
-O1UASPikluo6vmvJaOq,10.85398,419.31189,70.3,73.0,38.51038,84.37119,31.9,31.4
-O1UAe0bFrh3j4zdPdo2,11.46836,419.31189,70.3,73.0,38.51038,38.9011,31.9,31.5
-O1UAr0bx6pebnInmqvm,10.13721,419.31189,70.3,73.1,38.51038,38.94994,31.9,31.4
-O1UB6-w1-EItmd-G8iF,10.342,419.31189,70.3,73.0,38.51038,38.82784,31.9,31.4
-O1UBIbKSgg7y_lgIiyc,10.13721,419.31189,70.3,72.7,38.51038,38.92552,31.9,31.4
-O1UBWD5m3c8Rk7NwOhi,11.46836,419.31189,70.3,72.6,38.51038,38.80342,31.9,31.5
-O1UBiQFO5DPclOUQ27x,11.46836,419.31189,70.3,72.4,38.51038,38.779,31.9,31.6
-O1UBxp-TLrXy1_q5BkG,11.46836,419.31189,70.3,72.2,38.51038,38.85226,31.9,31.7
-O1UC8cj3p9gXoS70rNR,10.85398,419.31189,70.3,71.6,38.51038,38.80342,31.9,31.9
-O1UCLd7KsG1AYL2OSr6,10.342,419.31189,70.3,71.5,38.51038,38.85226,31.9,31.9
-O1UCZpA5EJ81tndKmGI,9.93242,419.31189,70.3,71.2,38.51038,38.92552,31.9,32.0
-O1UCpDpWrjLaXxGaaSn,11.26357,419.31189,70.3,70.8,38.51038,39.04762,31.9,32.1
-O1UCzb4RzRIujOExTuT,10.4444,419.31189,70.3,70.7,38.51038,38.9011,31.9,32.1
-O1UDD08nKE96gLudH5l,10.4444,419.31189,70.3,70.9,38.51038,38.70574,31.9,32.1
-O1UDQE6yxe8p96OqGbe,10.13721,419.31189,70.3,70.9,38.51038,38.82784,31.9,32.0
-O1UDe-Jrcju8iJadiaZ,9.93242,419.31189,70.3,71.0,38.51038,39.21856,31.9,31.9
-O1UDrnxFW3QgWOJlh1v,10.342,419.31189,70.3,71.4,38.51038,39.1453,31.9,31.9
-O1UE4blhyKFcnMqFHD_,10.13721,419.31189,70.3,71.1,38.51038,39.0232,31.9,32.0
-O1UEGPFhCqHJkCTnZAq,419.31189,419.31189,70.3,71.2,38.51038,39.09646,31.9,31.9
-O1UEVi2P1KIVKLcZdhF,419.31189,419.31189,70.3,71.3,38.51038,41.02564,31.9,31.9
-O1UEhDzfdKnlKUCuxiB,419.31189,419.31189,70.3,71.4,38.51038,31.30647,31.9,31.9
-O1UEucyho96mJsN7Jvq,419.31189,419.31189,70.3,71.4,38.51038,30.84249,31.9,31.9
-O1UF7PwQmPQrLdi2uU1,419.31189,419.31189,70.3,71.3,38.51038,30.86691,31.9,31.9
-O1UFLQjcf6trCSj0O53,419.31189,419.31189,70.3,71.4,38.51038,30.89133,31.9,31.8
-O1UF_0o3xrFN3pfquLq,419.31189,419.31189,70.3,71.4,38.51038,30.94017,31.9,31.9
-O1UFlR4zDDcVfCAvgH6,419.31189,419.31189,70.3,71.4,38.51038,31.06227,31.9,31.9
-O1UFzPsBUZ_qeDTgrSm,419.31189,419.31189,70.3,71.4,38.51038,31.08669,31.9,31.9
-O1UGDQ7OKKuMyufKSYu,419.31189,419.31189,70.3,71.6,38.51038,31.59951,31.9,31.8
-O1UGPfKzp_VTNOPMo1E,419.31189,419.31189,70.3,71.6,38.51038,31.69719,31.9,31.8
-O1UGcoRW6XtyjpgX2KK,419.31189,419.31189,70.3,71.5,38.51038,32.38095,31.9,31.8
-O1UGq1UQpzrU7Jccex6,419.31189,419.31189,70.3,71.4,38.51038,32.82051,31.9,31.9
-O1UH4dBhm2l0mKV_hEh,419.31189,419.31189,70.3,71.3,38.51038,32.47863,31.9,31.9
-O1UHFoU3zmF355siYkr,419.31189,419.31189,70.3,71.3,38.51038,32.5519,31.9,31.9
-O1UHUcYOO_5rw8uuScm,419.31189,419.31189,70.3,71.2,38.51038,33.1624,31.9,32.0
-O1UHgco2lKExT2SEisQ,419.31189,419.31189,70.3,71.2,38.51038,33.18681,31.9,32.0
-O1UHuomzS8QSPG-2Ddr,419.31189,419.31189,70.3,71.2,38.51038,33.23565,31.9,32.0
-O1UI7Dn9VC2xoDHI0eI,419.31189,419.31189,70.3,71.5,38.51038,33.08913,31.9,31.8
-O1UIKcQwOw3NiijOYAT,419.31189,419.31189,70.3,71.6,38.51038,33.18681,31.9,31.8
-O1UIYpKoYqDEV-VGeF1,419.31189,419.31189,70.3,71.8,38.51038,33.21124,31.9,31.8
-O1UInuKSUw-zPZg1H0h,419.31189,419.31189,70.3,71.4,38.51038,32.96703,31.9,31.9
-O1UIycbebUUUyGeH3ZA,419.31189,419.31189,70.3,71.1,38.51038,32.86935,31.9,32.0
-O1UJB1h1I69l-WEYkLt,419.31189,419.31189,70.3,70.8,38.51038,32.82051,31.9,32.1
-O1UJP1NyzSqZO80g-sA,419.31189,419.31189,70.3,70.9,38.51038,32.67399,31.9,32.1
-O1UJcDsWA5K1qsaPmVQ,419.31189,419.31189,70.3,71.2,38.51038,32.82051,31.9,31.9
-O1UJpE9UG0lr6OrO0ha,419.31189,419.31189,70.3,71.0,38.51038,32.42979,31.9,32.0
-O1UK1q4POcO8ypSAGvV,419.31189,419.31189,70.3,70.9,38.51038,32.47863,31.9,32.1
-O1UKGDJvwwW1dveOwsU,419.31189,419.31189,70.3,70.7,38.51038,32.42979,31.9,32.2
-O1UKUcQYf9XxsnnV3FV,419.31189,419.31189,70.3,70.7,38.51038,32.991460000000004,31.9,32.1
