,Bunny_Data,Bunnydist,Humidity,Humidity_Data,LightLevel,Light_Data,Temperature,Temperature_Data
-O1UKg2E_TT8ZaWQP--A,419.31189,419.31189,70.3,70.9,38.51038,33.57753,31.9,32.1
-O1UKtCnMZNEGgGXh0dz,419.31189,419.31189,70.3,71.1,38.51038,33.7729,31.9,32.0
-O1UL6pf4eY3ml1rfqqC,419.31189,419.31189,70.3,71.4,38.51038,33.96825,31.9,31.9
-O1ULKQZbHmFbFOI5F9M,419.31189,419.31189,70.3,71.3,38.51038,33.62637,31.9,31.9
-O1ULY3Dgdl8BjpkbShj,419.31189,419.31189,70.3,71.4,38.51038,33.18681,31.9,31.8
-O1ULlQu5wL209_D71Fc,419.31189,419.31189,70.3,71.6,38.51038,33.7729,31.9,31.8
-O1ULyQJOtwZgur4I4F2,419.31189,419.31189,70.3,71.8,38.51038,33.74847,31.9,31.8
-O1UMCWPiArRDI27LZjA,419.31189,419.31189,70.3,71.8,38.51038,33.7729,31.9,31.7
-O1UMOcC5XoQF-cpQWmW,419.31189,419.31189,70.3,71.9,38.51038,33.72406,31.9,31.7
-O1UMaQlo0qJ55m-m8tR,419.31189,419.31189,70.3,71.9,38.51038,33.99268,31.9,31.7
-O1UMootBu_GbAKZi650,419.31189,419.31189,70.3,71.7,38.51038,33.96825,31.9,31.8
-O1UN21WLYURbz0ynEuY,419.31189,419.31189,70.3,71.7,38.51038,33.7729,31.9,31.8
-O1UNF1Jtu1WqbFhEGO_,419.31189,419.31189,70.3,71.6,38.51038,33.26007,31.9,31.9
-O1UNSpMRB4LAtTw70pp,419.31189,419.31189,70.3,71.3,38.51038,33.72406,31.9,32.0
-O1UNf1-6QWbY8ym9NyP,419.31189,419.31189,70.3,71.1,38.51038,34.01709,31.9,32.0
-O1UNtQdimS4xY3ydG3m,419.31189,419.31189,70.3,70.9,38.51038,32.03907,31.9,32.1
-O1UO7cphHonC9XkIX6y,419.31189,419.31189,70.3,70.8,38.51038,33.74847,31.9,32.1
-O1UOJRqlzk17HZm_tNb,419.31189,419.31189,70.3,70.9,38.51038,33.52869,31.9,32.1
-O1UOWodyvzbiv9Daf-_,419.31189,419.31189,70.3,71.0,38.51038,33.28449,31.9,32.0
-O1UOl2BNxTwJcOn79OH,419.31189,419.31189,70.3,71.2,38.51038,33.21124,31.9,32.0
-O1UOxcILE2B3KbUZSjp,419.31189,419.31189,70.3,71.1,38.51038,28.25397,31.9,32.0
-O1UPASrOBdc071C9T-J,419.31189,419.31189,70.3,71.2,38.51038,28.86447,31.9,32.0
-O1UPNcrJGhDNrKDD7xB,419.31189,419.31189,70.3,71.1,38.51038,23.46764,31.9,32.0
-O1UPcca6IRy3osVEsOp,419.31189,419.31189,70.3,71.2,38.51038,23.4188,31.9,32.0
-O1UPnsD1nZEfeT6iU1f,419.31189,419.31189,70.3,71.1,38.51038,23.24786,31.9,32.0
-O1UQ1EnjwIfov9Bugsb,419.31189,419.31189,70.3,71.0,38.51038,23.2967,31.9,32.0
-O1UQERLILMEvfV_rS8O,419.31189,419.31189,70.3,71.1,38.51038,23.39438,31.9,32.0
-O1UQTEHf9_rC8k_DdHr,419.31189,419.31189,70.3,70.9,38.51038,23.27228,31.9,32.0
-O1UQep5uD9n749rIMFH,419.31189,419.31189,70.3,71.0,38.51038,23.27228,31.9,32.0
-O1UQsQSAS8MyuHU6uiX,419.31189,419.31189,70.3,71.0,38.51038,23.36996,31.9,32.0
-O1UR5QYLORmZJ4rnEWx,419.31189,419.31189,70.3,71.0,38.51038,23.22344,31.9,32.0
-O1URJc80zulNefmheFO,419.31189,419.31189,70.3,71.2,38.51038,23.44322,31.9,31.9
-O1URWRD18CViC-MOxiM,419.31189,419.31189,70.3,71.2,38.51038,23.32112,31.9,31.9
-O1URj25BArfBRIG1s-1,419.31189,419.31189,70.3,70.9,38.51038,23.44322,31.9,32.0
-O1URwqMTPuuGtNCnkAD,419.31189,419.31189,70.3,70.8,38.51038,23.2967,31.9,32.1
-O1USAcdb1BQ_jx2E_dg,419.31189,419.31189,70.3,70.7,38.51038,23.4188,31.9,32.1
-O1USN2Pz-bV0K4tT-6b,419.31189,419.31189,70.3,70.8,38.51038,23.4188,31.9,32.0
-O1USa1N0oNkek7VRCKb,419.31189,419.31189,70.3,71.0,38.51038,23.27228,31.9,31.9
-O1USnQdS2b81FdrnWK6,419.31189,419.31189,70.3,71.3,38.51038,23.44322,31.9,31.9
-O1UT1E-x4MDvolPhunn,419.31189,419.31189,70.3,71.1,38.51038,23.32112,31.9,32.0
-O1UTE2BA8VfvmGoWGcw,419.31189,419.31189,70.3,70.8,38.51038,23.36996,31.9,32.1
-O1UTRQOD-LE8bKetBAh,419.31189,419.31189,70.3,70.7,38.51038,23.36996,31.9,32.1
-O1UTeEki1bIYtIEGqiF,419.31189,419.31189,70.3,70.6,38.51038,23.22344,31.9,32.1
-O1UTsR3xpZL_DQBMeNC,419.31189,419.31189,70.3,70.5,38.51038,23.36996,31.9,32.1
-O1UU4cPAIq40vkHQpUq,419.31189,419.31189,70.3,70.8,38.51038,23.12576,31.9,32.0
-O1UUIEvhidLZWX_4ZN-,419.31189,419.31189,70.3,70.9,38.51038,23.32112,31.9,32.0
-O1UUWEBf8JscF-2yLYl,419.31189,419.31189,70.3,70.9,38.51038,23.39438,31.9,32.0
-O1UUk16e3JLQvGPjRr5,419.31189,419.31189,70.3,70.9,38.51038,23.32112,31.9,32.0
-O1UUwdFnQZTSVFVrnqK,419.31189,419.31189,70.3,71.2,38.51038,23.22344,31.9,31.9
-O1UV9Dk2n4u1q9_rCm9,419.31189,419.31189,70.3,71.2,38.51038,23.44322,31.9,31.9
-O1UVN2Nub4-BCbAwREk,419.31189,419.31189,70.3,71.1,38.51038,23.4188,31.9,31.9
-O1UVaR4_kRHV8mxV9Ik,419.31189,419.31189,70.3,70.7,38.51038,23.46764,31.9,32.1
-O1UVn2M_xz_jSrc72x_,419.31189,419.31189,70.3,70.7,38.51038,23.32112,31.9,32.0
-O1UW1EbMzLEkZ5UqLBW,419.31189,419.31189,70.3,70.7,38.51038,23.44322,31.9,32.0
-O1UWCqCnlu_zpD1fAvh,419.31189,419.31189,70.3,70.6,38.51038,23.44322,31.9,32.1
-O1UWSERBCVEp5oWqfcG,419.31189,419.31189,70.3,70.4,38.51038,23.44322,31.9,32.2
-O1UWdqiDC1CAKYqFGip,419.31189,419.31189,70.3,70.5,38.51038,18.58364,31.9,32.0
-O1UWr1LLGfbfMzlsObF,419.31189,419.31189,70.3,70.8,38.51038,18.5348,31.9,31.9
-O1UX4RVs1A9PCzPd4xZ,419.31189,419.31189,70.3,71.2,38.51038,18.24176,31.9,31.8
-O1UXJ16mAngAQip_xgX,419.31189,419.31189,70.3,71.3,38.51038,18.4127,31.9,31.8
-O1UXVE3z3yj1ZIYuVz_,419.31189,419.31189,70.3,71.2,38.51038,18.5348,31.9,31.9
-O1UXiRc4Re3zGjr8OKh,419.31189,419.31189,70.3,70.9,38.51038,18.38828,31.9,31.9
-O1UXvcqPQVyn_SSfZea,419.31189,419.31189,70.3,71.0,38.51038,18.43712,31.9,31.9
-O1UY8cKn_7eAWN0UmMC,419.31189,419.31189,70.3,71.1,38.51038,18.48596,31.9,31.9
-O1UYME-85dNgtToe82k,419.31189,419.31189,70.3,71.1,38.51038,18.43712,31.9,31.9
-O1UY_32Ymk2A-cav-Gy,419.31189,419.31189,70.3,71.0,38.51038,18.779,31.9,31.9
-O1UYmqjvBl6tFdrJAmJ,419.31189,419.31189,70.3,71.0,38.51038,18.43712,31.9,32.0
-O1UZ0FYkE4kOglOEPvD,419.31189,419.31189,70.3,70.9,38.51038,18.73016,31.9,32.0
-O1UZCRQawp5q6hG67nP,419.31189,419.31189,70.3,71.0,38.51038,18.70574,31.9,31.9
-O1UZQ2Rr4MhyCMdQ_l_,419.31189,419.31189,70.3,71.2,38.51038,18.63248,31.9,31.9
-O1UZdjF9B4cMFrYfnec,419.31189,419.31189,70.3,71.1,38.51038,18.4127,31.9,31.9
-O1UZse3QlJEF5_jiSs9,419.31189,419.31189,70.3,70.9,38.51038,18.43712,31.9,31.9
-O1U_3rH7ktEfE8FD_h7,419.31189,419.31189,70.3,71.0,38.51038,18.63248,31.9,31.9
-O1U_GrL3Mc3MMIkTd36,419.31189,419.31189,70.3,71.0,38.51038,18.43712,31.9,31.9
-O1U_UverPSSuI7_NhyX,419.31189,419.31189,70.3,71.2,38.51038,18.36386,31.9,31.8
-O1U_jpRPCCPy8gAYUE4,419.31189,419.31189,70.3,71.1,38.51038,18.43712,31.9,31.9
-O1U_v20ISHhG0Fl8dA5,419.31189,419.31189,70.3,70.9,38.51038,18.46154,31.9,31.9
-O1Ua7dAJD8m94UbUWMY,419.31189,419.31189,70.3,71.0,38.51038,18.36386,31.9,31.9
-O1UaLd_VKL6q_3tZCC6,419.31189,419.31189,70.3,70.8,38.51038,18.4127,31.9,32.0
-O1Uaa9d2KhXCedH-rvB,419.31189,419.31189,70.3,70.8,38.51038,18.38828,31.9,31.9
-O1UamFRAAtucB6kQG2j,419.31189,419.31189,70.3,70.9,38.51038,18.51038,31.9,31.9
-O1UazqF9s2oVNCUZH8O,419.31189,419.31189,70.3,70.8,38.51038,18.75458,31.9,31.9
-O1UbCFAGRw5bTVIYyXn,419.31189,419.31189,70.3,70.9,38.51038,18.68132,31.9,31.9
-O1UbQcrRLzvjdSFsTvd,419.31189,419.31189,70.3,71.1,38.51038,18.58364,31.9,31.8
-O1Ubcr3T533IQLyIOjY,419.31189,419.31189,70.3,71.4,38.51038,18.68132,31.9,31.8
-O1Ubq1QGVaoGhrXnh_1,419.31189,419.31189,70.3,71.4,38.51038,18.82784,31.9,31.7
-O1Uc5Sg_SaEuukX-loW,419.31189,419.31189,70.3,71.3,38.51038,18.36386,31.9,31.8
-O1UcGQyJU4nk31G4DXw,419.31189,419.31189,70.3,71.2,38.51038,18.4127,31.9,31.9
-O1UcV3DR5nbdz-7kPXt,419.31189,419.31189,70.3,71.1,38.51038,18.75458,31.9,31.9
-O1Uch2Z8eIXH2iT1Jtr,419.31189,419.31189,70.3,70.9,38.51038,18.73016,31.9,31.9
-O1Ucv2A7V7y51lKTznk,419.31189,419.31189,70.3,70.7,38.51038,18.70574,31.9,32.0
-O1Ud7cnvuNqBz9FL8ge,419.31189,419.31189,70.3,70.6,38.51038,18.73016,31.9,32.0
-O1UdLRob3fqQA6M0Z-F,419.31189,419.31189,70.3,70.8,38.51038,18.68132,31.9,31.9
-O1UdYSjcV810sB-V2bB,419.31189,419.31189,70.3,70.6,38.51038,18.51038,31.9,32.0
-O1UdmEYETwzq0BbN2h_,419.31189,419.31189,70.3,70.5,38.51038,18.46154,31.9,32.0
-O1UdzEJMA7_UJq-vRBE,419.31189,419.31189,70.3,70.6,38.51038,18.608060000000002,31.9,32.0
-O1UeBpw1zUKzZEK1GmB,419.31189,419.31189,70.3,70.5,38.51038,18.75458,31.9,32.0
-O1UeUFV7FdIzoe8YX02,419.31189,419.31189,70.3,70.5,38.51038,18.75458,31.9,32.0
-O1UecyEjzxtGMKruvKm,419.31189,419.31189,70.3,70.6,38.51038,18.75458,31.9,31.9
-O1UerRgfSe2PI0Xf5QP,419.31189,419.31189,70.3,71.0,38.51038,18.779,31.9,31.9
-O1Uf3rgdLCNuJo0JO9h,419.31189,419.31189,70.3,70.9,38.51038,18.6569,31.9,31.9
-O1UfHqSsLJvXl7QfnZK,419.31189,419.31189,70.3,70.7,38.51038,18.70574,31.9,32.0
-O1UfVrXLWyUeH56Off3,419.31189,419.31189,70.3,70.4,38.51038,18.55922,31.9,32.1
-O1UfgRp_HSiYlI4XYzS,419.31189,419.31189,70.3,70.4,38.51038,18.63248,31.9,32.0
-O1Ufu1DqaoT1aWodtha,419.31189,419.31189,70.3,70.6,38.51038,18.70574,31.9,32.0
-O1Ug9e2pfC9jZH4yZPl,419.31189,419.31189,70.3,70.7,38.51038,18.6569,31.9,31.9
-O1UgN32-e3fhgsJxpXb,419.31189,419.31189,70.3,70.9,38.51038,18.75458,31.9,31.9
-O1UgXdvbp_lB_OjIpHI,419.31189,419.31189,70.3,71.1,38.51038,18.73016,31.9,31.8
-O1UgkqgPQv2bGlY8Nm2,419.31189,419.31189,70.3,71.3,38.51038,18.58364,31.9,31.7
-O1UgyQyMJovOXXfHPEB,419.31189,419.31189,70.3,71.3,38.51038,18.68132,31.9,31.8
-O1UhCddbRl-4CPv2YnV,419.31189,419.31189,70.3,71.2,38.51038,18.70574,31.9,31.8
-O1UhPSEkUKGU8ukgtd5,419.31189,419.31189,70.3,71.1,38.51038,18.63248,31.9,31.8
-O1Uhc2jVehQ709TrZ39,419.31189,419.31189,70.3,71.1,38.51038,18.68132,31.9,31.8
-O1UhprGv4zzyY7mpyNl,419.31189,419.31189,70.3,71.2,38.51038,18.85226,31.9,31.7
-O1Ui2EHCpU1LTTpaEXx,419.31189,419.31189,70.3,71.5,38.51038,18.779,31.9,31.7
-O1UiFdhs51-SrpfNH7C,419.31189,419.31189,70.3,71.5,38.51038,18.70574,31.9,31.7
-O1UiTdKVLYH90Fr-SmI,419.31189,419.31189,70.3,71.5,38.51038,18.51038,31.9,31.7
-O1Uig2EAtPq5-eGmP8t,419.31189,419.31189,70.3,71.2,38.51038,18.6569,31.9,31.8
-O1UitdaHRCDrNjd2oF6,419.31189,419.31189,70.3,71.0,38.51038,18.73016,31.9,31.8
-O1Uj5eUSjar_UXGthIf,419.31189,419.31189,70.3,71.0,38.51038,18.608060000000002,31.9,31.8
-O1UjK1xUXV7BkOaVDT1,419.31189,419.31189,70.3,71.1,38.51038,18.68132,31.9,31.8
-O1UjXNW9ewV5Ib2m4RO,419.31189,419.31189,70.3,71.2,38.51038,18.68132,31.9,31.8
-O1UjlEi_nbhgZT6lsef,419.31189,419.31189,70.3,71.2,38.51038,18.779,31.9,31.8
-O1UjzdQ0hOlFpJy8myR,419.31189,419.31189,70.3,71.1,38.51038,18.75458,31.9,31.8
-O1UkB2dTf4uxNZuTmjw,419.31189,419.31189,70.3,71.1,38.51038,18.87668,31.9,31.8
-O1UkNpdZo-C4aA0sr3S,419.31189,419.31189,70.3,71.1,38.51038,18.55922,31.9,31.8
-O1UkbQlI0pMsbaZ3uzz,419.31189,419.31189,70.3,71.1,38.51038,18.73016,31.9,31.8
-O1Uknr52z7N2JxArEP6,419.31189,419.31189,70.3,71.2,38.51038,18.73016,31.9,31.7
-O1Ul1FMlUTJMrykJlWs,419.31189,419.31189,70.3,71.3,38.51038,18.48596,31.9,31.7
-O1UlF1ekMbmMhJ_N_1D,419.31189,419.31189,70.3,71.3,38.51038,18.73016,31.9,31.7
-O1UlTSgdjXrEUQsYuqB,419.31189,419.31189,70.3,71.5,38.51038,18.779,31.9,31.7
-O1UlfEHkJya76dde_WF,419.31189,419.31189,70.3,71.5,38.51038,18.80342,31.9,31.7
-O1UlurBzyUZZruWN4LZ,419.31189,419.31189,70.3,71.3,38.51038,18.80342,31.9,31.7
-O1Um5RNU9InE_9fGq6i,419.31189,419.31189,70.3,71.3,38.51038,18.73016,31.9,31.7
-O1UmJS4uA3XagYZq1UB,419.31189,419.31189,70.3,71.3,38.51038,18.80342,31.9,31.7
-O1UmXSD2OT28f9yQQEU,419.31189,419.31189,70.3,71.2,38.51038,18.779,31.9,31.7
-O1UmjEvC4taGcFIHNDv,419.31189,419.31189,70.3,71.4,38.51038,18.82784,31.9,31.7
-O1Umx1wQJ8ghndVP2RF,419.31189,419.31189,70.3,71.5,38.51038,18.9011,31.9,31.6
-O1UnBFxkNpQPbPaKB2C,419.31189,419.31189,70.3,71.7,38.51038,18.63248,31.9,31.6
-O1UnO40H_pvxicCcU6p,419.31189,419.31189,70.3,71.6,38.51038,18.68132,31.9,31.6
-O1Un_dPO11l6v-7ueW4,419.31189,419.31189,70.3,71.7,38.51038,18.75458,31.9,31.6
-O1UnoFGiojCKtsW8Km-,419.31189,419.31189,70.3,71.5,38.51038,18.80342,31.9,31.7
-O1Uo1dWx7hxxQrQSdSB,419.31189,419.31189,70.3,71.4,38.51038,18.63248,31.9,31.6
-O1UoEFcYvi9Cj4CaP3i,419.31189,419.31189,70.3,71.5,38.51038,18.73016,31.9,31.6
-O1UoSFSKloX4cFOmwpC,419.31189,419.31189,70.3,71.6,38.51038,18.63248,31.9,31.6
-O1UogRffJIaBIG60qAB,419.31189,419.31189,70.3,71.4,38.51038,18.80342,31.9,31.7
-O1UotEU_uQlSUkghchK,419.31189,419.31189,70.3,71.4,38.51038,18.9011,31.9,31.7
-O1Up4q9gg0EUsg_uVhZ,419.31189,419.31189,70.3,71.4,38.51038,18.70574,31.9,31.7
-O1UpJ2QeppbYRZVdX0h,419.31189,419.31189,70.3,71.5,38.51038,18.75458,31.9,31.7
-O1UpYe4x3aNZ07ZFkFn,419.31189,419.31189,70.3,71.3,38.51038,18.73016,31.9,31.7
-O1UpirJ6HrlZpP0VUmq,419.31189,419.31189,70.3,71.5,38.51038,18.779,31.9,31.7
-O1UpwdfFyGkQgR2UGqp,419.31189,419.31189,70.3,71.2,38.51038,18.75458,31.9,31.7
-O1Uq8qQnfvl4-XrjjTX,419.31189,419.31189,70.3,71.4,38.51038,18.80342,31.9,31.7
-O1UqNPgofxskiZoccw1,419.31189,419.31189,70.3,71.5,38.51038,18.779,31.9,31.6
-O1UqadGqTDawrGwnXKG,419.31189,419.31189,70.3,71.5,38.51038,18.779,31.9,31.6
-O1UqnFQPCzJh_YmiTBD,419.31189,419.31189,70.3,71.6,38.51038,18.51038,31.9,31.6
-O1Ur03O0Fi2yJzUD5aH,419.31189,419.31189,70.3,71.3,38.51038,18.63248,31.9,31.7
-O1UrEF-3Ts58ECzHQI2,419.31189,419.31189,70.3,71.0,38.51038,18.80342,31.9,31.8
-O1UrRSNwCAkdYuFEvUm,419.31189,419.31189,70.3,71.2,38.51038,18.779,31.9,31.7
-O1UrdrAa-zx54aEOQYG,419.31189,419.31189,70.3,71.3,38.51038,18.63248,31.9,31.7
-O1Urse9NHWUNjDLC5t2,419.31189,419.31189,70.3,71.1,38.51038,18.73016,31.9,31.8
-O1Us5EtNnD5gXSPNLgz,419.31189,419.31189,70.3,71.0,38.51038,18.70574,31.9,31.8
-O1UsHpsamzT88GD1Ohc,419.31189,419.31189,70.3,70.8,38.51038,18.80342,31.9,31.9
-O1UsVFNrbKcnknEOzdT,419.31189,419.31189,70.3,70.8,38.51038,18.70574,31.9,31.8
-O1Usiqj7hRbwe83lfVG,419.31189,419.31189,70.3,70.7,38.51038,18.779,31.9,31.9
-O1UsxFX3pDZ7uuRLU9N,419.31189,419.31189,70.3,70.6,38.51038,18.9011,31.9,31.9
-O1Ut8RPqG-pkAsUyh17,419.31189,419.31189,70.3,70.8,38.51038,18.80342,31.9,31.8
-O1UtM1iigLT5Cq1iTF6,419.31189,419.31189,70.3,71.1,38.51038,18.97436,31.9,31.7
-O1Ut_Rl4uFUZKuVfu4X,419.31189,419.31189,70.3,71.2,38.51038,18.99878,31.9,31.7
-O1UtnRaE6Kn_3lnFXkd,419.31189,419.31189,70.3,71.2,38.51038,18.70574,31.9,31.7
-O1Uu0ER-ymxDT3j5j3V,419.31189,419.31189,70.3,71.3,38.51038,18.82784,31.9,31.7
-O1UuDFsQSgfTXXGtn6y,419.31189,419.31189,70.3,71.2,38.51038,18.779,31.9,31.7
-O1UuRdR3RNTvbu0We9W,419.31189,419.31189,70.3,71.0,38.51038,19.0232,31.9,31.8
-O1Uudj7kGLwf4Htbc0k,419.31189,419.31189,70.3,70.8,38.51038,18.92552,31.9,31.8
-O1UuqejhpyCfdbN75Vi,419.31189,419.31189,70.3,70.6,38.51038,18.82784,31.9,31.9
-O1Uv3S6RN7AEaCFBSCX,419.31189,419.31189,70.3,70.6,38.51038,19.1453,31.9,31.9
-O1UvH3Xo8XIgJnzRUuS,419.31189,419.31189,70.3,70.8,38.51038,18.85226,31.9,31.8
-O1UvWGUCab1fLM93qsS,419.31189,419.31189,70.3,70.8,38.51038,18.73016,31.9,31.9
-O1UvhG0YTFt5WUPl1cp,419.31189,419.31189,70.3,70.7,38.51038,18.779,31.9,31.8
-O1UvwRwq_OznlEjZRGM,419.31189,419.31189,70.3,71.0,38.51038,18.82784,31.9,31.8
-O1Uw92bL9YJLpYNFRHI,419.31189,419.31189,70.3,71.0,38.51038,18.73016,31.9,31.8
-O1UwMRJr9sjmqBJ1GWp,419.31189,419.31189,70.3,70.6,38.51038,18.82784,31.9,31.9
-O1Uw_rkl7sRw72-oi_C,419.31189,419.31189,70.3,70.5,38.51038,18.80342,31.9,31.9
-O1Uwm2wHw_dOl24JLLP,419.31189,419.31189,70.3,70.5,38.51038,18.82784,31.9,31.9
-O1Ux-dbF1qF0skM8GZw,419.31189,419.31189,70.3,70.7,38.51038,18.779,31.9,31.8
-O1UxEeHqhA6BVvTuXzo,419.31189,419.31189,70.3,70.6,38.51038,18.779,31.9,31.9
-O1UxR37nZj7bhXXUVx9,419.31189,419.31189,70.3,70.7,38.51038,18.87668,31.9,31.9
-O1UxdG5CmqXkpJ87G-H,419.31189,419.31189,70.3,70.5,38.51038,18.9011,31.9,31.9
-O1UxqFKhzptr9AWze2v,419.31189,419.31189,70.3,70.6,38.51038,18.82784,31.9,31.8
-O1Uy3rdXdylyXl3b8yI,419.31189,419.31189,70.3,70.8,38.51038,18.87668,31.9,31.8
-O1UyH2yv036w3tDlcVf,419.31189,419.31189,70.3,70.9,38.51038,18.82784,31.9,31.8
-O1UyUdKFiYqp6cryNNO,419.31189,419.31189,70.3,71.1,38.51038,18.82784,31.9,31.7
-O1UyhFGuvVKhzOIgk3q,419.31189,419.31189,70.3,71.2,38.51038,18.99878,31.9,31.7
-O1UyvS4ozCscPK4NN-5,419.31189,419.31189,70.3,71.1,38.51038,18.92552,31.9,31.7
-O1Uz7SLcp3pfbV1IpxS,419.31189,419.31189,70.3,71.1,38.51038,18.85226,31.9,31.7
-O1UzLeMdK1JmHBmTMeA,419.31189,419.31189,70.3,71.0,38.51038,19.07204,31.9,31.7
-O1UzZGxtxTKp_TKTsZY,419.31189,419.31189,70.3,70.9,38.51038,18.92552,31.9,31.8
-O1UzmSul53iAEaJJMvz,419.31189,419.31189,70.3,70.6,38.51038,18.97436,31.9,31.9
-O1UzzeOlc84vHP1g5Af,419.31189,419.31189,70.3,70.6,38.51038,18.92552,31.9,31.9
-O1V-DRtqVUClylwUxxL,419.31189,419.31189,70.3,70.7,38.51038,18.80342,31.9,31.8
-O1V-PG2cuhbplJ9MwTi,419.31189,419.31189,70.3,70.8,38.51038,18.85226,31.9,31.8
-O1V-fSvuAd5e0nHnnjg,419.31189,419.31189,70.3,70.8,38.51038,18.70574,31.9,31.8
-O1V-qrgz-wWK99Yvk9u,419.31189,419.31189,70.3,70.5,38.51038,18.73016,31.9,31.9
-O1V0345j99_7d5LWtmv,419.31189,419.31189,70.3,70.5,38.51038,18.70574,31.9,31.9
-O1V0HSdlKbcxgZ9Tdlq,419.31189,419.31189,70.3,70.7,38.51038,18.608060000000002,31.9,31.8
-O1V0Vda8embjB4u8CNJ,419.31189,419.31189,70.3,70.8,38.51038,18.33944,31.9,31.8
-O1V0gRcbPwcf2050haC,419.31189,419.31189,70.3,70.7,38.51038,18.70574,31.9,31.8
-O1V0v2iyN1--7ZN72BL,419.31189,419.31189,70.3,70.5,38.51038,18.5348,31.9,31.9
-O1V16qS0AN5x4AgxtX7,419.31189,419.31189,70.3,70.6,38.51038,18.82784,31.9,31.9
-O1V1L1yw92xBhGK_l9C,419.31189,419.31189,70.3,70.5,38.51038,18.6569,31.9,31.9
-O1V1Z2TFwRBOB2OFsSo,419.31189,419.31189,70.3,70.4,38.51038,18.75458,31.9,31.9
-O1V1lFVexKt1H4GBtbL,419.31189,419.31189,70.3,70.5,38.51038,18.6569,31.9,31.9
-O1V1ySSRoHWnDhRF4fY,419.31189,419.31189,70.3,70.5,38.51038,18.73016,31.9,31.9
-O1V2BqloYyTuftZKa0X,419.31189,419.31189,70.3,70.7,38.51038,18.75458,31.9,31.8
-O1V2P2aEVXSPv-nhVpl,419.31189,419.31189,70.3,70.6,38.51038,18.63248,31.9,31.8
-O1V2cFJw5ysOS53LBQ2,419.31189,419.31189,70.3,70.5,38.51038,18.51038,31.9,31.9
-O1V2pS3-2R4n8TbJn5D,419.31189,419.31189,70.3,70.5,38.51038,18.46154,31.9,31.9
-O1V35UJ_5b73ZbOiCAM,419.31189,419.31189,70.3,70.4,38.51038,18.5348,31.9,31.9
-O1V3G27F46FW2lF-ARn,419.31189,419.31189,70.3,70.3,38.51038,18.48596,31.9,31.9
-O1V3TGBR4w2hsBo7VgB,419.31189,419.31189,70.3,70.1,38.51038,18.24176,31.9,32.0
-O1V3fq3lvcBpxhsjMMx,419.31189,419.31189,70.3,70.2,38.51038,18.608060000000002,31.9,32.0
-O1V3uFy6dJ10cr2vLyY,419.31189,419.31189,70.3,70.2,38.51038,18.70574,31.9,32.0
-O1V46r5UJa3dCeh8RbZ,419.31189,419.31189,70.3,70.3,38.51038,18.608060000000002,31.9,31.9
-O1V4Jep0zT0YPolOE5k,419.31189,419.31189,70.3,70.4,38.51038,18.58364,31.9,31.9
-O1V4XSXBayGQiuvkiW5,419.31189,419.31189,70.3,70.4,38.51038,18.608060000000002,31.9,31.9
-O1V4lFdamAneTQR2_w2,419.31189,419.31189,70.3,70.4,38.51038,18.6569,31.9,31.9
-O1V4xqBBCLaf1SYT8oh,419.31189,419.31189,70.3,70.3,38.51038,18.75458,31.9,31.9
-O1V5AfInBWymOI8zbOn,419.31189,419.31189,70.3,70.3,38.51038,18.68132,31.9,31.9
-O1V5Oesf6NQ4PmE3JD7,419.31189,419.31189,70.3,70.4,38.51038,18.58364,31.9,31.9
-O1V5cSMdHhapYu4AozV,419.31189,419.31189,70.3,70.3,38.51038,18.73016,31.9,31.9
-O1V5pHMKwAFT07S9oC4,419.31189,419.31189,70.3,70.3,38.51038,18.51038,31.9,31.9
-O1V623AlaCxWhzjNsnz,419.31189,419.31189,70.3,70.3,38.51038,18.68132,31.9,31.9
-O1V6FZ2-HzJdwzZu75Q,419.31189,419.31189,70.3,70.3,38.51038,18.68132,31.9,31.9
